316227766;1.869944279
377505320.5;1.546878997
458710267.8;1.329102529
557383163.5;1.099477032
689384537.9;0.90952332
883392781.5;0.724381001
899178996.5;0.724381001
1172818396;0.576926202
1557068405;0.459487262
2067210087;0.36595416
2744489278;0.280611481
3775053205;0.215171221
4587102678;0.177996663
6089973244;0.141763711
7943282347;0.112906329
10734188827;0.086575904
14764908816;0.06638589
22586355207;0.046298654
36436651729;0.030503471
37087774118;0.029930366
60899732444;0.019719365
61988009697;0.019719365
96519571374;0.013494235
1.55707E+11;0.008890561
2.25864E+11;0.006563469
3.21879E+11;0.00484549
4.66907E+11;0.003444035
6.47945E+11;0.002640866
8.99179E+11;0.001949623
8.99179E+11;0.001986954
1.25893E+12;0.001494959
1.82616E+12;0.00108292
2.64897E+12;0.000784447
4.12463E+12;0.000516826
6.42233E+12;0.000340506
9.31603E+12;0.000246656
1.28142E+13;0.000182094
1.7626E+13;0.000131906
2.60246E+13;9.02649E-05
3.64367E+13;6.17695E-05
3.67608E+13;6.29523E-05
5.42769E+13;4.06963E-05
7.53222E+13;2.78491E-05
1.0089E+14;1.86994E-05
1.35135E+14;1.25559E-05
1.73166E+14;8.92435E-06
2.03092E+14;6.84314E-06
2.55677E+14;4.68285E-06
3.16228E+14;3.20454E-06
3.84251E+14;2.2777E-06
4.54666E+14;1.61892E-06
4.5871E+14;1.61892E-06
5.1926E+14;1.21806E-06
5.87802E+14;9.16E-07
6.7131E+14;6.51E-07
7.73502E+14;4.54E-07
9.4825E+14;2.52E-07
1.132E+15;1.48E-07
1.30432E+15;8.72E-08
1.55707E+15;4.58E-08
1.81006E+15;2.49E-08
2.10415E+15;1.31E-08
2.3819E+15;7.13E-09
2.67253E+15;3.89E-09
3.05222E+15;1.75E-09
3.51685E+15;7.47E-10
3.98107E+15;2.95E-10
4.66907E+15;9.81E-11
5.47598E+15;2.50E-11
5.98306E+15;1.01E-11
6.53709E+15;4.21E-12
7.01704E+15;2.05E-12
7.39998E+15;1.16E-12